"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-09 20:00","2021","09","09","20:00","14.4","","10.5","","77","","0.0","","29","","21","","16.1","","94.36","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-09 21:00","2021","09","09","21:00","11.4","","9.3","","87","","0.0","","24","","8","","16.1","","94.41","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-09 22:00","2021","09","09","22:00","10.7","","9.0","","89","","0.0","","21","","8","","16.1","","94.43","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-09 23:00","2021","09","09","23:00","9.9","","8.3","","90","","0.0","","23","","5","","16.1","","94.47","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 00:00","2021","09","10","00:00","8.8","","8.4","","97","","0.0","","","M","4","","16.1","","94.50","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 01:00","2021","09","10","01:00","8.0","","7.9","","99","","0.0","","","M","4","","14.5","","94.54","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 02:00","2021","09","10","02:00","8.9","","7.8","","93","","0.0","","24","","11","","16.1","","94.58","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 03:00","2021","09","10","03:00","7.6","","6.9","","95","","0.0","","","M","4","","16.1","","94.61","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 04:00","2021","09","10","04:00","8.7","","7.2","","90","","0.0","","24","","9","","16.1","","94.65","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 05:00","2021","09","10","05:00","7.1","","6.2","","94","","0.0","","","M","4","","16.1","","94.70","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 06:00","2021","09","10","06:00","6.5","","6.1","","97","","0.0","","","","0","","16.1","","94.74","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 07:00","2021","09","10","07:00","6.7","","6.0","","95","","0.0","","12","","5","","16.1","","94.78","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 08:00","2021","09","10","08:00","11.4","","9.0","","85","","0.0","","28","","9","","16.1","","94.83","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 09:00","2021","09","10","09:00"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 10:00","2021","09","10","10:00","13.3","","9.7","","79","","0.0","","29","","13","","16.1","","94.88","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 11:00","2021","09","10","11:00","13.8","","9.7","","76","","0.0","","29","","11","","16.1","","94.88","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 12:00","2021","09","10","12:00","15.2","","8.8","","66","","0.0","","31","","5","","16.1","","94.88","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 13:00","2021","09","10","13:00","16.1","","8.7","","61","","0.0","","32","","8","","16.1","","94.88","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 14:00","2021","09","10","14:00","16.7","","9.0","","60","","0.0","","34","","9","","16.1","","94.84","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 15:00","2021","09","10","15:00","16.7","","9.1","","61","","0.0","","35","","8","","16.1","","94.79","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 16:00","2021","09","10","16:00","16.7","","9.2","","61","","0.0","","30","","5","","16.1","","94.78","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 17:00","2021","09","10","17:00","16.9","","9.7","","62","","0.0","","","M","4","","16.1","","94.76","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 18:00","2021","09","10","18:00","15.7","","8.5","","62","","0.0","","","","0","","16.1","","94.69","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 19:00","2021","09","10","19:00","13.3","","8.0","","70","","0.0","","16","","4","","16.1","","94.70","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 20:00","2021","09","10","20:00","12.5","","9.3","","81","","0.0","","","","0","","16.1","","94.71","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 21:00","2021","09","10","21:00","11.1","","8.3","","83","","0.0","","7","","5","","16.1","","94.73","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 22:00","2021","09","10","22:00","11.2","","8.3","","82","","0.0","","11","","11","","16.1","","94.74","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-10 23:00","2021","09","10","23:00","10.3","","8.1","","86","","0.0","","11","","13","","16.1","","94.69","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 00:00","2021","09","11","00:00","10.2","","7.8","","85","","0.0","","8","","13","","16.1","","94.71","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 01:00","2021","09","11","01:00","10.1","","7.5","","84","","0.0","","8","","13","","16.1","","94.68","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 02:00","2021","09","11","02:00","9.3","","7.3","","87","","0.0","","9","","15","","16.1","","94.67","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 03:00","2021","09","11","03:00","9.4","","7.4","","87","","0.0","","11","","17","","16.1","","94.68","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 04:00","2021","09","11","04:00","9.0","","7.3","","89","","0.0","","9","","15","","16.1","","94.65","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 05:00","2021","09","11","05:00","9.0","","7.1","","88","","0.0","","10","","15","","16.1","","94.65","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 06:00","2021","09","11","06:00","9.1","","7.3","","88","","0.0","","9","","15","","16.1","","94.64","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 07:00","2021","09","11","07:00","9.3","","7.5","","88","","0.0","","9","","13","","16.1","","94.64","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 08:00","2021","09","11","08:00","10.1","","7.9","","86","","0.0","","9","","13","","16.1","","94.64","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 09:00","2021","09","11","09:00","12.1","","9.2","","82","","0.0","","9","","9","","16.1","","94.66","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 10:00","2021","09","11","10:00","14.1","","10.1","","77","","0.0","","9","","13","","16.1","","94.64","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 11:00","2021","09","11","11:00","16.7","","11.1","","69","","0.0","","10","","15","","12.9","","94.63","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 12:00","2021","09","11","12:00","18.2","","12.3","","68","","0.0","","7","","8","","16.1","","94.60","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 13:00","2021","09","11","13:00","19.4","","13.0","","66","","0.0","","","M","4","","16.1","","94.56","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 14:00","2021","09","11","14:00","20.3","","12.7","","61","","0.0","","","M","4","","16.1","","94.57","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 15:00","2021","09","11","15:00","20.6","","13.3","","63","","0.0","","12","","13","","16.1","","94.55","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 16:00","2021","09","11","16:00","19.5","","13.3","","67","","0.0","","14","","5","","16.1","","94.55","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 17:00","2021","09","11","17:00","20.0","","13.1","","64","","0.0","","","M","4","","16.1","","94.54","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 18:00","2021","09","11","18:00","19.0","","13.5","","70","","0.0","","16","","9","","16.1","","94.53","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 19:00","2021","09","11","19:00","17.9","","13.7","","76","","0.0","","16","","9","","16.1","","94.53","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 20:00","2021","09","11","20:00","17.2","","13.3","","78","","0.0","","25","","17","","14.5","","94.55","","","","","","Moderate Rain"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 21:00","2021","09","11","21:00","14.8","","13.6","","92","","1.2","","21","","8","","16.1","","94.55","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 22:00","2021","09","11","22:00","14.4","","13.5","","94","","0.0","","17","","5","","16.1","","94.59","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-11 23:00","2021","09","11","23:00","13.0","","12.7","","98","","0.0","","14","","4","","16.1","","94.61","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 00:00","2021","09","12","00:00","12.4","","10.7","","89","","0.0","","","M","4","","16.1","","94.59","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 01:00","2021","09","12","01:00","11.4","","9.3","","87","","0.0","","22","","5","","16.1","","94.59","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 02:00","2021","09","12","02:00","9.9","","8.0","","88","","0.0","","19","","8","","16.1","","94.58","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 03:00","2021","09","12","03:00","8.4","","7.5","","94","","0.0","","","","0","","16.1","","94.55","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 04:00","2021","09","12","04:00","8.2","","7.3","","94","","0.0","","","M","4","","16.1","","94.52","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 05:00","2021","09","12","05:00","8.0","","7.7","","98","","0.0","","","","0","","16.1","","94.50","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 06:00","2021","09","12","06:00","9.1","","8.3","","95","","0.0","","","M","4","","16.1","","94.51","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 07:00","2021","09","12","07:00","11.0","","6.9","","76","","0.0","","26","","11","","16.1","","94.52","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 08:00","2021","09","12","08:00","11.5","","6.9","","73","","0.0","","20","","8","","16.1","","94.52","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 09:00","2021","09","12","09:00","12.3","","6.7","","68","","0.0","","","M","4","","16.1","","94.50","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 10:00","2021","09","12","10:00","14.4","","7.8","","64","","0.0","","21","","5","","16.1","","94.49","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 11:00","2021","09","12","11:00","16.3","","6.6","","52","","0.0","","27","","17","","16.1","","94.44","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 12:00","2021","09","12","12:00","17.1","","5.9","","47","","0.0","","27","","17","","16.1","","94.41","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 13:00","2021","09","12","13:00","16.9","","8.5","","57","","0.0","","34","","13","","16.1","","94.35","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 14:00","2021","09","12","14:00","15.5","","9.2","","66","","0.0","","31","","9","","16.1","","94.32","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 15:00","2021","09","12","15:00","18.3","","6.5","","46","","0.0","","26","","28","","16.1","","94.27","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 16:00","2021","09","12","16:00","18.4","","6.4","","45","","0.0","","26","","17","","16.1","","94.24","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 17:00","2021","09","12","17:00","17.7","","6.6","","48","","0.0","","28","","24","","16.1","","94.23","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 18:00","2021","09","12","18:00","15.4","","8.3","","62","","0.0","","26","","9","","16.1","","94.24","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 19:00","2021","09","12","19:00","14.1","","5.9","","57","","0.0","","25","","18","","16.1","","94.23","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 20:00","2021","09","12","20:00","12.5","","6.4","","66","","0.0","","24","","9","","16.1","","94.27","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 21:00","2021","09","12","21:00","12.5","","6.2","","65","","0.0","","25","","17","","16.1","","94.27","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 22:00","2021","09","12","22:00","12.3","","6.9","","69","","0.0","","27","","21","","16.1","","94.32","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-12 23:00","2021","09","12","23:00","13.6","","6.9","","64","","0.0","","29","","13","","16.1","","94.40","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 00:00","2021","09","13","00:00","10.8","","8.1","","83","","0.5","","25","","11","","12.9","","94.41","","","","","","Rain"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 01:00","2021","09","13","01:00","9.7","","8.3","","91","","0.0","","19","","9","","16.1","","94.32","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 02:00","2021","09","13","02:00","8.6","","7.1","","90","","0.0","","23","","9","","16.1","","94.38","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 03:00","2021","09","13","03:00","9.4","","6.3","","81","","0.0","","25","","21","","16.1","","94.36","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 04:00","2021","09","13","04:00","9.2","","5.9","","80","","0.0","","26","","13","","16.1","","94.39","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 05:00","2021","09","13","05:00","8.9","","6.1","","83","","0.0","","28","","17","","16.1","","94.42","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 06:00","2021","09","13","06:00","8.8","","5.5","","80","","0.0","","27","","9","","16.1","","94.44","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 07:00","2021","09","13","07:00","9.4","","5.5","","76","","0.0","","31","","8","","16.1","","94.50","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 08:00","2021","09","13","08:00","10.6","","5.7","","71","","0.0","","29","","13","","16.1","","94.54","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 09:00","2021","09","13","09:00","12.3","","6.8","","69","","0.0","","28","","8","","16.1","","94.52","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 10:00","2021","09","13","10:00","13.5","","6.4","","62","","0.0","","28","","18","","16.1","","94.51","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 11:00","2021","09","13","11:00","14.8","","7.1","","60","","0.0","","28","","15","","16.1","","94.49","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 12:00","2021","09","13","12:00","16.1","","7.4","","56","","0.0","","29","","22","","16.1","","94.48","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 13:00","2021","09","13","13:00","16.9","","7.4","","53","","0.0","","26","","24","","16.1","","94.45","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 14:00","2021","09","13","14:00","17.2","","6.1","","48","","0.0","","29","","28","","16.1","","94.42","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 15:00","2021","09","13","15:00","17.6","","7.1","","50","","0.0","","28","","26","","16.1","","94.39","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 16:00","2021","09","13","16:00","17.2","","6.2","","48","","0.0","","27","","22","","16.1","","94.36","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 17:00","2021","09","13","17:00","16.0","","5.6","","50","","0.0","","27","","26","","16.1","","94.34","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 18:00","2021","09","13","18:00","15.6","","6.4","","54","","0.0","","25","","9","","16.1","","94.34","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 19:00","2021","09","13","19:00","13.4","","7.5","","67","","0.0","","22","","8","","16.1","","94.34","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 20:00","2021","09","13","20:00","12.0","","5.5","","64","","0.0","","23","","11","","16.1","","94.36","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 21:00","2021","09","13","21:00","12.0","","5.0","","62","","0.0","","22","","11","","16.1","","94.37","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 22:00","2021","09","13","22:00","11.9","","4.4","","60","","0.0","","24","","15","","16.1","","94.37","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-13 23:00","2021","09","13","23:00","11.5","","4.1","","60","","0.0","","25","","17","","16.1","","94.36","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 00:00","2021","09","14","00:00","11.1","","4.0","","62","","0.0","","25","","18","","16.1","","94.36","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 01:00","2021","09","14","01:00","10.6","","3.9","","63","","0.0","","24","","15","","16.1","","94.32","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 02:00","2021","09","14","02:00","10.9","","4.2","","63","","0.0","","25","","13","","16.1","","94.31","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 03:00","2021","09","14","03:00","11.7","","4.5","","61","","0.0","","25","","18","","16.1","","94.31","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 04:00","2021","09","14","04:00","11.9","","4.6","","61","","0.0","","25","","13","","16.1","","94.31","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 05:00","2021","09","14","05:00","11.3","","4.6","","63","","0.0","","24","","11","","16.1","","94.29","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 06:00","2021","09","14","06:00","11.4","","4.3","","62","","0.0","","25","","17","","16.1","","94.22","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 07:00","2021","09","14","07:00","11.3","","4.6","","63","","0.0","","24","","15","","16.1","","94.20","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 08:00","2021","09","14","08:00","13.0","","5.1","","59","","0.0","","25","","15","","16.1","","94.15","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 09:00","2021","09","14","09:00","14.8","","5.8","","54","","0.0","","26","","15","","16.1","","94.11","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 10:00","2021","09","14","10:00","16.5","","6.8","","52","","0.0","","27","","24","","16.1","","94.07","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 11:00","2021","09","14","11:00","17.1","","7.7","","54","","0.0","","26","","17","","16.1","","93.99","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 12:00","2021","09","14","12:00","17.1","","8.6","","57","","0.0","","34","","8","","16.1","","93.91","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 13:00","2021","09","14","13:00","16.7","","8.4","","58","","0.0","","3","","9","","16.1","","93.85","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 14:00","2021","09","14","14:00","16.2","","8.2","","59","","0.0","","2","","5","","16.1","","93.80","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 15:00","2021","09","14","15:00","16.5","","8.8","","60","","0.0","","28","","5","","16.1","","93.74","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 16:00","2021","09","14","16:00","16.7","","10.2","","65","","0.0","","34","","8","","16.1","","93.64","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 17:00","2021","09","14","17:00","15.6","","10.2","","70","","0.0","","10","","5","","16.1","","93.53","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 18:00","2021","09","14","18:00","15.5","","9.4","","67","","0.0","","","","0","","16.1","","93.42","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 19:00","2021","09","14","19:00","14.4","","10.1","","75","","0.0","","2","","5","","16.1","","93.30","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 20:00","2021","09","14","20:00","12.3","","9.6","","83","","0.0","","4","","8","","16.1","","93.18","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 21:00","2021","09","14","21:00","14.4","","6.9","","60","","0.0","","","M","8","","16.1","","93.12","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 22:00","2021","09","14","22:00","11.4","","7.8","","78","","0.0","","26","","39","","16.1","","93.31","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-14 23:00","2021","09","14","23:00","9.4","","7.2","","86","","0.8","","25","","17","","16.1","","93.27","","","","","","Rain"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 00:00","2021","09","15","00:00","9.3","","6.8","","84","","0.5","","26","","15","","16.1","","93.18","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 01:00","2021","09","15","01:00","9.4","","7.0","","85","","0.0","","26","","18","","16.1","","93.21","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 02:00","2021","09","15","02:00","9.2","","6.1","","81","","0.0","","25","","21","","16.1","","93.26","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 03:00","2021","09","15","03:00","8.4","","4.8","","78","","0.0","","25","","24","","16.1","","93.39","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 04:00","2021","09","15","04:00","7.7","","4.7","","81","","0.0","","27","","26","","16.1","","93.39","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 05:00","2021","09","15","05:00","6.7","","4.2","","84","","0.0","","26","","30","","16.1","","93.41","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 06:00","2021","09","15","06:00","6.2","","3.7","","84","","0.0","","26","","22","","16.1","","93.39","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 07:00","2021","09","15","07:00","6.3","","3.0","","79","","0.0","","26","","21","","16.1","","93.40","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 08:00","2021","09","15","08:00","7.6","","3.1","","73","","0.0","","26","","26","","16.1","","93.36","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 09:00","2021","09","15","09:00","9.0","","2.8","","65","","0.0","","28","","39","","16.1","","93.37","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 10:00","2021","09","15","10:00","9.9","","3.3","","64","","0.0","","26","","35","","16.1","","93.36","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 11:00","2021","09","15","11:00","11.1","","2.4","","55","","0.0","","26","","32","","16.1","","93.33","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 12:00","2021","09","15","12:00","12.0","","2.9","","53","","0.0","","25","","32","","16.1","","93.32","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 13:00","2021","09","15","13:00","11.7","","2.2","","52","","0.0","","27","","30","","16.1","","93.31","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 14:00","2021","09","15","14:00","13.6","","2.5","","47","","0.0","","27","","39","","16.1","","93.26","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 15:00","2021","09","15","15:00","8.8","","5.2","","78","","0.8","","27","","30","","16.1","","93.30","","","","","","Moderate Rain"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 16:00","2021","09","15","16:00","8.0","","4.6","","79","","0.5","","24","","17","","16.1","","93.31","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 17:00","2021","09","15","17:00","6.1","","3.6","","84","","1.0","","24","","26","","16.1","","93.36","","","","","","Rain"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 18:00","2021","09","15","18:00","7.5","","3.7","","77","","0.0","","26","","32","","16.1","","93.37","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 19:00","2021","09","15","19:00","7.4","","3.6","","77","","0.0","","26","","35","","16.1","","93.37","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 20:00","2021","09","15","20:00","7.6","","3.8","","77","","0.0","","27","","39","","16.1","","93.39","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 21:00","2021","09","15","21:00","8.1","","4.0","","75","","0.0","","27","","46","","16.1","","93.44","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 22:00","2021","09","15","22:00","7.7","","4.1","","78","","0.0","","28","","50","","16.1","","93.49","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-15 23:00","2021","09","15","23:00","7.7","","4.3","","79","","0.0","","28","","50","","16.1","","93.55","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 00:00","2021","09","16","00:00","7.6","","3.6","","76","","0.0","","28","","50","","16.1","","93.58","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 01:00","2021","09","16","01:00","7.4","","3.3","","75","","0.0","","28","","46","","16.1","","93.63","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 02:00","2021","09","16","02:00","7.5","","3.5","","75","","0.0","","29","","54","","16.1","","93.64","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 03:00","2021","09","16","03:00","7.4","","3.4","","76","","0.0","","28","","54","","16.1","","93.69","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 04:00","2021","09","16","04:00","7.5","","3.9","","78","","0.0","","29","","50","","16.1","","93.78","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 05:00","2021","09","16","05:00","7.3","","3.3","","76","","0.0","","28","","55","","16.1","","93.85","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 06:00","2021","09","16","06:00","6.8","","2.9","","76","","0.0","","28","","50","","16.1","","93.89","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 07:00","2021","09","16","07:00","6.9","","3.4","","78","","0.0","","29","","45","","16.1","","93.99","","","","","","NA"
